tweet,sentiment
congratulations user and the user team for more than tripling deliveries yoy to a tune of 83500 electric cars the growth is mind blowing i’ll be celebrating 2 yrs of all electric driving soon the paradigm shift is real thanks for a greener  better future ,Positive
apple stepping up the facetime game just did one to  with a friend it’s never been so clean and perfect as with the  which my friend has as well was amazed at the quality apple  business is the best in the world ,Positive
even better said i have family that own and love their model 3 but don’t believe the stock should be worth more than 190 right now due to simple value based math but math can’t capture hope and passion let’s admit sp of  incorporates lot of emotion,Positive
  back to  after overcomingamd threat  threadgoogl threat mcrypto threat  threat  threat  threat user threat all fake threats nvda will emerge as the tech leader for the next decade,Negative
 fighting to break fri highmsft broke fri highamzn very far from fri highnflx broke fri highnow pulbackbac fighting on fri highjpm stuck at fri highgs attacking fri highgoog failed and puking nowba fake out on fri high and pukingstill wok to do  ,Negative
jimcramer great  segment love both sides of this research you are correct great minds ty for the input    cc user,Positive
wow thanks for offering to help the coming week is incredibly intense if any current accountants or managers who’d like to help straighten things out could head to the  corporate hq during midday on satsun  allday on weekdays that would be super appreciated,Positive
thanks andreas i think we may be close to the point where the non controlling interest situation flips but really with 8 increase in deliveries over q3 plus inevitable operating efficiency gain  should have at least this profit q1 2019 alas a different story,Positive
i love this free stock trading app    join user and well both get a share of stock like   or  for free make sure to use my linkhttpsharerobinhoodcomjustins173,Positive
this is amazing get free stock join user and well both get a stock like   or  for free make sure to use my linkhttpssharerobinhoodcomkerriv4,Positive
